booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-082411,City Hotel,0,0,2024,January,2,11,2024-01-11,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,148.0,0,Transient,79.0,0,0
HB-075109,City Hotel,1,344,2023,September,39,26,2023-09-26,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-010328,Resort Hotel,1,40,2025,February,9,26,2025-02-26,2,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,40.0,0,0
HB-053829,City Hotel,1,44,2024,June,26,30,2024-06-30,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0
HB-008457,Resort Hotel,1,231,2024,September,40,30,2024-09-30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,96.0,,0,Transient,57.6,0,0
HB-027747,Resort Hotel,0,226,2024,September,36,3,2024-09-03,2,5,2,0.0,0,HB,DNK,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,253.0,,0,Transient,113.6,0,1
HB-040815,City Hotel,1,92,2023,August,32,7,2023-08-07,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1
HB-059151,City Hotel,1,240,2024,October,43,21,2024-10-21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0
HB-056637,City Hotel,1,198,2024,September,37,9,2024-09-09,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,120.0,0,0
HB-101876,City Hotel,0,11,2024,November,46,16,2024-11-16,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.75,0,2
HB-002160,Resort Hotel,0,46,2023,October,40,3,2023-10-03,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient,44.8,1,0
HB-116585,City Hotel,0,15,2025,July,30,21,2025-07-21,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,98.0,0,3
HB-000273,Resort Hotel,0,87,2023,July,28,10,2023-07-10,2,5,2,1.0,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,5.0,,0,Transient,133.83,0,2
HB-058145,City Hotel,1,91,2024,October,41,7,2024-10-07,0,1,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,2
HB-093398,City Hotel,0,1,2024,July,29,20,2024-07-20,0,1,0,0.0,0,SC,PRT,Direct,Direct,0,0,0,E,B,1,No Deposit,14.0,,0,Transient,0.0,0,0
HB-029466,Resort Hotel,0,0,2024,October,44,28,2024-10-28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,68.0,0,0
HB-103810,City Hotel,0,190,2024,December,52,28,2024-12-28,0,4,2,0.0,0,BB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,167.8,0,0
HB-101162,City Hotel,0,199,2024,November,45,4,2024-11-04,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,22.0,,0,Transient,63.75,0,1
HB-028011,Resort Hotel,0,251,2024,September,37,13,2024-09-13,0,5,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,,0,Transient,107.3,0,1
HB-111708,City Hotel,0,116,2025,May,19,11,2025-05-11,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.0,0,0
HB-112852,City Hotel,0,215,2025,May,22,26,2025-05-26,1,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.1,0,3
HB-077365,City Hotel,1,19,2023,October,40,6,2023-10-06,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,80.0,0,0
HB-034297,Resort Hotel,0,1,2025,March,12,18,2025-03-18,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,77.0,1,1
HB-113628,City Hotel,0,210,2025,June,24,9,2025-06-09,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,229.0,0,Transient,135.0,0,0
HB-012333,Resort Hotel,1,253,2025,June,26,24,2025-06-24,4,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,84.42,0,2
HB-058726,City Hotel,1,252,2024,October,42,15,2024-10-15,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.6,0,0
HB-039746,Resort Hotel,0,220,2025,August,34,23,2025-08-23,0,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,123.77,0,1
HB-118771,City Hotel,0,142,2025,August,34,24,2025-08-24,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,150.0,0,2
HB-102895,City Hotel,0,8,2024,December,49,6,2024-12-06,0,2,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,72.38,0,1
HB-051217,City Hotel,1,451,2024,May,20,16,2024-05-16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-046937,City Hotel,1,59,2024,January,4,28,2024-01-28,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,0.0,0,0
HB-012660,Resort Hotel,1,48,2025,July,28,10,2025-07-10,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,169.6,0,0
HB-076471,City Hotel,1,379,2023,October,44,31,2023-10-31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-060886,City Hotel,1,308,2024,November,48,25,2024-11-25,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,52.0,0,0
HB-118691,City Hotel,0,175,2025,August,34,21,2025-08-21,1,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,135.0,0,2
HB-090687,City Hotel,0,118,2024,June,23,6,2024-06-06,1,3,1,0.0,0,BB,CZE,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,191.0,,0,Transient-Party,110.0,0,0
HB-010280,Resort Hotel,1,76,2025,February,9,24,2025-02-24,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,2
HB-110449,City Hotel,0,155,2025,April,17,24,2025-04-24,1,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,1
HB-024930,Resort Hotel,0,41,2024,June,23,5,2024-06-05,2,2,2,1.0,0,BB,AUS,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,,0,Transient,200.0,1,0
HB-018355,Resort Hotel,1,82,2024,February,6,7,2024-02-07,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,67.0,,0,Transient-Party,86.0,0,0
HB-009963,Resort Hotel,1,84,2025,January,5,29,2025-01-29,2,5,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,72.0,0,1
HB-103195,City Hotel,0,110,2024,December,50,11,2024-12-11,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,0
HB-004750,Resort Hotel,0,169,2024,March,13,31,2024-03-31,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,1,Refundable,,223.0,0,Transient-Party,72.0,1,0
HB-062652,City Hotel,1,54,2025,January,3,18,2025-01-18,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,65.0,0,0
HB-084754,City Hotel,0,1,2025,February,5,2,2025-02-02,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,1,6,E,E,1,No Deposit,,,0,Transient,110.0,0,0
HB-105514,City Hotel,0,28,2025,February,6,5,2025-02-05,2,4,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,84.17,0,1
HB-041771,City Hotel,0,9,2023,August,34,23,2023-08-23,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,90.0,0,2
HB-032157,Resort Hotel,0,40,2025,January,3,16,2025-01-16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55.0,0,0
HB-110557,City Hotel,0,79,2025,April,17,26,2025-04-26,0,3,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,171.0,0,0
HB-072055,City Hotel,1,226,2025,July,29,18,2025-07-18,0,5,3,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.28,0,1
HB-093606,City Hotel,0,226,2024,July,30,22,2024-07-22,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,96,Transient-Party,76.5,0,1
HB-074425,City Hotel,1,297,2023,August,32,10,2023-08-10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-081903,City Hotel,1,181,2024,May,18,5,2024-05-05,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,90.0,0,0
HB-031702,Resort Hotel,0,68,2024,December,52,29,2024-12-29,2,5,2,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,,0,Transient,94.29,0,1
HB-002841,Resort Hotel,1,33,2023,November,44,1,2023-11-01,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,25.0,0,0
HB-045313,City Hotel,0,69,2023,October,43,25,2023-10-25,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,85.67,0,0
HB-085986,City Hotel,0,56,2024,March,12,20,2024-03-20,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,133.1,1,3
HB-033974,Resort Hotel,0,124,2025,February,8,23,2025-02-23,4,10,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,464.0,,0,Transient,66.0,0,0
HB-040537,City Hotel,0,0,2023,July,30,28,2023-07-28,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,0.0,0,0
HB-068083,City Hotel,1,80,2025,May,20,12,2025-05-12,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,129.0,0,0
HB-055041,City Hotel,1,93,2024,August,31,3,2024-08-03,1,4,2,1.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.1,0,0
HB-042199,City Hotel,0,63,2023,September,35,2,2023-09-02,0,3,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-033633,Resort Hotel,0,0,2025,February,9,28,2025-02-28,0,2,2,0.0,0,BB,GBR,Direct,Direct,1,0,0,F,F,0,No Deposit,,,0,Transient,70.5,0,0
HB-030458,Resort Hotel,0,9,2024,November,47,18,2024-11-18,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,62.0,1,0
HB-104369,City Hotel,0,74,2025,January,2,7,2025-01-07,2,3,1,0.0,0,BB,USA,Groups,TA/TO,0,0,0,D,D,1,No Deposit,330.0,,0,Transient-Party,67.0,0,2
HB-116031,City Hotel,0,414,2025,July,28,13,2025-07-13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
HB-041688,City Hotel,0,2,2023,August,34,21,2023-08-21,2,2,2,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,89.0,0,2
HB-117181,City Hotel,0,16,2025,July,31,30,2025-07-30,1,0,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.0,0,2
HB-031016,Resort Hotel,0,3,2024,December,50,9,2024-12-09,0,2,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,65.0,0,2
HB-004638,Resort Hotel,1,106,2024,March,12,24,2024-03-24,1,3,2,0.0,0,FB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0
HB-072849,City Hotel,1,478,2025,August,32,8,2025-08-08,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-117698,City Hotel,0,62,2025,August,32,4,2025-08-04,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,2
HB-036064,Resort Hotel,0,3,2025,May,19,8,2025-05-08,0,0,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,437.0,0,Transient-Party,0.0,0,0
HB-018537,Resort Hotel,0,5,2024,May,18,3,2024-05-03,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,A,D,0,No Deposit,,403.0,0,Transient,65.0,0,0
HB-091852,City Hotel,0,192,2024,June,26,24,2024-06-24,0,2,1,0.0,0,BB,SRB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient-Party,95.0,0,0
HB-085023,City Hotel,0,105,2024,March,10,5,2024-03-05,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.3,0,0
HB-045620,City Hotel,0,0,2023,November,46,14,2023-11-14,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Contract,0.0,0,2
HB-016452,Resort Hotel,0,37,2023,August,34,26,2023-08-26,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,193.5,0,0
HB-063823,City Hotel,1,7,2025,February,8,23,2025-02-23,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,60.0,0,1
HB-029072,Resort Hotel,0,25,2024,October,42,17,2024-10-17,1,2,1,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,68.0,0,2
HB-105497,City Hotel,0,17,2025,February,6,6,2025-02-06,1,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,105.0,0,0
HB-059065,City Hotel,1,101,2024,October,43,21,2024-10-21,0,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.0,0,2
HB-007243,Resort Hotel,1,14,2024,July,31,30,2024-07-30,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,181.0,,0,Transient,199.2,0,0
HB-048042,City Hotel,1,71,2024,March,11,13,2024-03-13,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0
HB-041418,City Hotel,1,131,2023,August,33,15,2023-08-15,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-092961,City Hotel,0,20,2025,January,5,29,2025-01-29,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,,40.0,0,Transient,67.0,1,0
HB-036452,Resort Hotel,0,20,2025,May,20,18,2025-05-18,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,91.67,0,0
HB-073885,City Hotel,1,321,2023,September,35,3,2023-09-03,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0
HB-036100,Resort Hotel,0,82,2025,May,19,8,2025-05-08,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,58.52,0,1
HB-070508,City Hotel,1,150,2025,June,25,17,2025-06-17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0,0
HB-077571,City Hotel,1,5,2023,September,39,27,2023-09-27,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,A,1,No Deposit,7.0,,0,Transient,127.51,0,1
HB-008022,Resort Hotel,1,238,2024,September,36,7,2024-09-07,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,89.0,0,0
HB-117277,City Hotel,0,58,2025,July,31,29,2025-07-29,2,2,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,231.5,0,1
HB-063481,City Hotel,1,67,2025,February,7,12,2025-02-12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,80.0,0,0
HB-018855,Resort Hotel,1,168,2024,May,20,17,2024-05-17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,1,1,0,E,E,0,No Deposit,240.0,,0,Transient,118.0,0,0
HB-045200,City Hotel,0,52,2023,October,43,23,2023-10-23,1,2,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,94.5,0,3
HB-075348,City Hotel,1,311,2023,August,34,24,2023-08-24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-050453,City Hotel,1,72,2024,May,18,1,2024-05-01,2,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,2
HB-090403,City Hotel,0,191,2024,June,23,3,2024-06-03,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,132.0,0,0
HB-104124,City Hotel,0,3,2025,January,1,3,2025-01-03,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.1,0,1
HB-075588,City Hotel,0,257,2023,July,26,1,2023-07-01,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,101.5,0,0
HB-072706,City Hotel,1,62,2025,August,31,3,2025-08-03,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,86.0,,0,Transient,152.0,0,0
HB-059010,City Hotel,1,23,2024,October,42,20,2024-10-20,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1
HB-098310,City Hotel,0,29,2024,September,39,25,2024-09-25,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.67,0,2
HB-118858,City Hotel,0,261,2025,August,34,24,2025-08-24,0,3,3,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,119.0,0,1
HB-054691,City Hotel,1,135,2024,July,30,23,2024-07-23,2,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,0
HB-092695,City Hotel,0,177,2024,July,28,9,2024-07-09,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,96.0,0,1
HB-084087,City Hotel,0,21,2024,February,7,17,2024-02-17,0,3,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.0,0,1
HB-100561,City Hotel,0,2,2025,May,19,7,2025-05-07,2,1,1,0.0,0,BB,BEL,Aviation,Corporate,1,0,1,E,E,1,No Deposit,,153.0,0,Transient,125.0,0,0
HB-068232,City Hotel,1,104,2025,May,20,15,2025-05-15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-055194,City Hotel,1,195,2024,August,32,7,2024-08-07,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1
HB-031318,Resort Hotel,0,94,2024,December,51,16,2024-12-16,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0,1
HB-050212,City Hotel,1,73,2024,April,17,26,2024-04-26,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,77.04,0,0
HB-033281,Resort Hotel,0,5,2025,February,8,18,2025-02-18,0,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient-Party,92.0,0,2
HB-068565,City Hotel,1,105,2025,May,21,19,2025-05-19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0,0
HB-052828,City Hotel,1,69,2024,June,24,12,2024-06-12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0
HB-058015,City Hotel,1,44,2024,October,40,5,2024-10-05,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.55,0,1
HB-042504,City Hotel,0,1,2023,September,36,6,2023-09-06,2,0,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,75.0,0,0
HB-069957,City Hotel,1,169,2025,June,23,8,2025-06-08,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,170.0,0,0
HB-044505,City Hotel,0,35,2023,October,40,7,2023-10-07,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,65.83,0,1
HB-016615,Resort Hotel,0,210,2023,August,34,26,2023-08-26,2,7,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,175.0,,0,Transient,87.75,0,0
HB-001155,Resort Hotel,0,37,2023,August,33,16,2023-08-16,1,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,,307.0,0,Transient-Party,172.0,0,0
HB-021537,Resort Hotel,0,5,2024,March,9,2,2024-03-02,0,1,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,0,No Deposit,360.0,,0,Transient,65.0,0,0
HB-062125,City Hotel,1,39,2025,January,1,2,2025-01-02,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,0
HB-078280,City Hotel,0,10,2023,October,39,1,2023-10-01,2,5,2,0.0,0,HB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,171.71,0,0
HB-090192,City Hotel,0,111,2024,May,22,29,2024-05-29,2,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,105.0,0,2
HB-019939,Resort Hotel,0,5,2024,January,2,9,2024-01-09,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,54.0,1,3
HB-092004,City Hotel,0,28,2024,June,26,26,2024-06-26,2,1,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.03,0,1
HB-014419,Resort Hotel,0,1,2023,November,46,17,2023-11-17,0,2,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,43.0,0,Transient,35.0,0,0
HB-061083,City Hotel,1,290,2024,December,48,1,2024-12-01,1,3,2,0.0,0,BB,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0,0
HB-059648,City Hotel,1,95,2024,October,44,30,2024-10-30,2,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.8,0,2
HB-068836,City Hotel,1,97,2025,May,21,21,2025-05-21,2,1,3,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,205.2,0,0
HB-100764,City Hotel,0,118,2024,October,44,29,2024-10-29,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,104.4,0,1
HB-069239,City Hotel,1,10,2025,May,22,28,2025-05-28,2,1,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1
HB-103872,City Hotel,0,28,2024,December,1,30,2024-12-30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,220.0,,0,Transient-Party,141.67,0,1
HB-083436,City Hotel,0,0,2024,January,5,29,2024-01-29,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,90.33,0,0
HB-087041,City Hotel,0,28,2024,April,15,11,2024-04-11,1,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,121.33,0,2
